Health Facility Name,Address,pincode,landline_number,Facility Type
Selvam Hospital Mettupalayam,"['Agraharam', 'Mettupalayam', 'Tamil Nadu', 'Coimbatore']",641305.0,04254-228252,Others
Bharathi Medical Centre,"['Salem Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286-276333,Others
Balaji Hospital,"['Jettikula Street', 'Kottai Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Mohanur']",637001.0,04286-231411,Others
Smyle Mettupalayam,"['Teachers Colony', 'Mettupalayam', 'Tamil Nadu', 'Coimbatore']",641301.0,04254-224141,Others
Sugam Nursing Home,"['Opp To Betel Market', 'Paramathi Velur', 'Tamil Nadu', 'Namakkal   ', 'Paramathi-Velur', 'Paramathi']",638182.0,04268 - 220655,Others
Chandra Hospital,"['Fort Main Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286 - 228830,Others
Srinivasa Hospital Sirumugai,"['Bharathi Nagar', 'Coimbatore', 'Tamil Nadu', 'Mettupalayam']",641006.0,0422-2511663,Others
M C H C Pvt Nursing Home,"['No', 'Tank Street Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344-222906.,Others
Deepthi Hospital,"['A', 'Opp To District Munsif Court', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286-222396,Others
Suba Hospital Mettupalayam,"['Vcv Pettai', 'Mettupalayam', 'Tamil Nadu', 'Coimbatore']",641301.0,04254-223417,Others
Surya Pvt Nursing Home,"['No', 'Tank Street Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04343-230220,Others
Dhivya Nursing Home,"['Ranga Sannnathi Street', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286 - 232333,Others
Ganga Hospital,"['A', 'Trichy Main Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,9841620222,Others
Surya Mettupalayam,"['A', 'Annur Road', 'Mettupalayam', 'Tamil Nadu', 'Coimbatore']",641301.0,04254-223797,Others
Kandamalai Hospital,"['A', 'Rasikumaripalayam Street', 'Mohanur', 'Tamil Nadu', 'Namakkal   ', 'Namakkal']",637015.0,04286-257257,Others
J K K Trust Hospital,"['Pallipalayam Road', 'Komarapalayam', 'Tamil Nadu', 'Namakkal   ', 'Tiruchengode', 'Komarapalayam Mpty']",641653.0,04288 - 260488,Others
Kowsika Hpl Coimbatore,"['Saratha Mill Road', 'Sundarapuram', 'Tamil Nadu', 'Coimbatore', 'Coimbatore North']",641002.0,0422-2673500,Others
Krishna Hospital,"['Velur Road', 'Tenis Bunk Opp', 'Tiruchengode', 'Tamil Nadu', 'Namakkal   ', 'Thiruchengodu Mpty']",637211.0,04288 - 254252,Others
Kumaran Poly Clinic,"['Near Anjaneyar Kovil Street', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286 - 220134,Others
S B S Pvt Hospital,"['No', 'Tank Street Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344 - 243555.,Others
Maruthi Hospital,"['E', 'Salem Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286 - 277184,Others
M M Hospital,"['Trichy Main Road', 'Namakkal', 'Tamil Nadu', 'Namakkal   ', 'Namakkal Mpty']",637001.0,04286-232362,Others
M R Hospital,"['Near Lvb', 'Rasipuram', 'Tamil Nadu', 'Namakkal   ', 'Rasipuram Mpty']",637408.0,04287 - 222022,Others
Malar Hospital,"['Subramaniyapuram', 'Mohanur', 'Tamil Nadu', 'Namakkal   ', 'Namakkal']",637015.0,04286-255285,Others
Krishna Medical Centre,"['Near St Joseph Primary School Dharga Phase I', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04343-230220,Others
Thangam Private Nursing Home,"['No', 'Hig Astc Hutco Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344 - 266804,Others
Ashok Private Nursing Home,"['No A', 'I St Cross Old Bangalore Road Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344 - 243271,Others
Karpagam Nursing Home,"['No Nawab Thope Lane Villupuram', 'Near Sankaramadam', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,04146-222436,Others
Aswini Hospital,"['Nehruji Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,"04146-223044,223045",Others
Sumathy Hospital,"['Nehruji Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,04146-223217 & 228700,Others
Hindu Mission Hospital,"['Poonthottam Pattai Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,"04146-222210,225922",Others
E S Hospital,"['B', 'Trichy Main Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram']",605602.0,"04146-251035-37,221100",Others
Bharani Hospital,"['Chairman Suburayan St West Shanmugapuram Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,"04146- 220775,8344505215",Others
Lakshmi Hospital,"['Trichy Main Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,"04146-251253,222227",Others
Hari Hospital,"['Trichy Main Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,04146-222902,Others
G C Hospital,"['Arumugam Lay Out', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,04146-224093,Others
Balaji Hospital,"['Ngo Nagar Tirukoilur', 'Tirukoilur', 'Tamil Nadu', 'Viluppuram', 'Tirukkoyilur', 'Thirukoilur']",605757.0,04153-252777,Others
Pattammal Hospital,"['North Street Tirukoilur', 'Tirukoilur', 'Tamil Nadu', 'Viluppuram', 'Tirukkoyilur', 'Thirukoilur']",605757.0,04153-252486,Others
Maragatham Hospital,"['Nehruji Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,04146-225456-57,Others
E S Hospital,"['B', 'Trichy Main Road Villupuram', 'Villupuram', 'Tamil Nadu', 'Viluppuram', 'Villupuram???ˇ Mpty']",605602.0,"04146-251035-37,221100",Others
Sri Vijayalakshmi Private Nursing Home,"['No', 'Gandhi Road Denkanikottai', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Denkanikottai', 'Kelamangalam']",635107.0,04343-230220,Others
V V Hospital,"['Kazura Garden First St Tirukoilur', 'Tirukoilur', 'Tamil Nadu', 'Viluppuram', 'Tirukkoyilur', 'Thirukoilur']",605757.0,04153-252112,Others
Mythri Private Nursing Home,"['Near Bus Stand New Building', 'Near Indian Bank', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Denkanikottai', 'Kelamangalam']",635107.0,04343-230220,Others
Om Prakash Private Nursing Home,"['No', 'Iv Th Cross Co Op Coloney Krishnagiri', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Denkanikottai', 'Kelamangalam']",635001.0,04343-230220,Others
Uma Hospital,"['B', 'Kulakkarai Street Tindivanam', 'Tindivanam', 'Tamil Nadu', 'Viluppuram', 'Tindivanam???ˇ Mpty']",604001.0,04147-224555,Others
Archana Hospital,"['Kamatchiamman Koil Street Tindivanam', 'Tindivanam', 'Tamil Nadu', 'Viluppuram', 'Tindivanam???ˇ Mpty']",604001.0,04147-222735,Others
Shanmuga Private Nursing Home,"['No D', 'Kamaraj Nagar Harur Road Uthangarai', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Uthangarai']",635207.0,04343-230220,Others
Mahalakshmi Hospital,"['Jubli Road Ulundurpet', 'Ulundurpet', 'Tamil Nadu', 'Viluppuram', 'Ulundurpettai']",607107.0,04149-220335,Others
Pugazh Hospital,"['A', 'A Durgam Road Kallakurichi', 'Kallakurichi', 'Tamil Nadu', 'Viluppuram', 'Kallakkurichi', 'Kallakurichi Mpty']",606202.0,04151-225100,Others
Fathima Hospital,"['Pootai Road Sankarapuram', 'Sankarapuram', 'Tamil Nadu', 'Viluppuram']",606401.0,"04146-222210,225922",Others
St Josep Hospital,"['Jayapuram Tindivanam', 'Tindivanam', 'Tamil Nadu', 'Viluppuram', 'Tindivanam???ˇ Mpty']",604001.0,04147-226363,Others
Raju Hospital,"['Manikoondu Street', 'Kallakurichi', 'Tamil Nadu', 'Viluppuram', 'Kallakkurichi', 'Kallakurichi Mpty']",606202.0,04151-224668,Others
Maruthi Private Nursing Home,"['Maruthi Private Nursing Home Iv Th Cross Co Op Coloney', 'Iv Th Cross Co Op Colony', 'Urban Krishnagiri', 'Tamil Nadu', 'Krishnagiri']",635001.0,04343-230220,Others
Uma Kumar Private Nursing Home,"['Towards Durga Bangalore Road Hosur Near Bus Stand', 'Near Bus Stand', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04343-230220,Others
Lakshmi Private Nursing Home,"['No Tank Street Hosur', 'Tank Street Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344- 230999 and 04344-325444,Others
Amma Private Nursing Home,"['No A A', 'Bagalur Road', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344 - 244144,Others
Sri Vinayaga Maternity Home,"['No', 'Salem Main Road', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635001.0,04343-230220,Others
G G Private Hospital,"['No', 'Salem Main Road', 'Urban', 'Tamil Nadu', 'Krishnagiri']",635112.0,04343-230220,Others
Sri Vidhya Private Nursing Home,"['No A', 'Ii Nd Cross Co Op Colony', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Krishnagiri Mpty']",635001.0,04343-233690,Others
Sri Saraswathi Nursing Home,"['No A', 'Salem Main Road', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Krishnagiri Mpty']",635001.0,04343 - 235553.,Others
Sri Venkat Sai Private Hospital,"['Thally Road Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04343-230220,Others
Janani Private Hospital,"['No A Mookandapalli Post Hosur Tk', 'Bangalore Main Road', 'Rural', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04343-230220,Others
Thirumala Private Nursing Home,"['No', 'Jeeva Nagar Berigai Main Road', 'Rural', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635124.0,04344- 254588.,Others
Gunam Super Speciality Hospital,"['No B', 'Denkanikotta Road Opp To Gh Hosur', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344-220599,Others
Sri Chandrasekara Hospital,"['No Mi H Sf', 'Avalapalli Housing Board Bagalur Road', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344- 607607,Others
Bms Multi Speciality Hospital,"['Door No Near National Petrol Bunk Sipcot Hosur', 'Opp To Lal Sipcot', 'Rural', 'Tamil Nadu', 'Krishnagiri', 'Hosur', 'Hosur Mpty']",635109.0,04344-278999,Others
Sri Sathiya Sai Hospital,"['No', 'Bangalore Road', 'Urban', 'Tamil Nadu', 'Krishnagiri', 'Krishnagiri Mpty']",635001.0,04343-230220,Others
Jc Nursing Home Vellore,"['Thennamara Street Vellore', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632001.0,4162226105,Others
Padma Hospital Vellore,"['Arni Road Vellore', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632001.0,0416-2220339,Others
Dinesh Hospital Vellore,"['Thiyagarajapuram Vlr', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632001.0,0416-2234217,Others
Sivakumar Hospital Vellore,"['C Arcot Rd Sathuvachari Vellore', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632009.0,0416-2252114,Others
Arun Hospital,"['Thiyagarajapuram', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632001.0,0416-2234217,Others
Anand Kardiac Centre Sathuvachar Vellore,"['No Phase', 'South Service Road Sathuvachari Vellore', 'Sathuvachari Vellore', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632009.0,0416 ?õÉ?™É?? 2252627,Others
Kumaran Hospital Arakkonam,"['No Sathyamoorthy Street Arakkonam Tamil Nadu', 'No Sathyamoorthy Street Arakkonam', 'Arakkonam', 'Tamil Nadu', 'Vellore', 'Arakonam', 'Arakkonam Mpty']",631001.0,04177 232 515,Others
Shalini Hospital Arakkonam,"['No Gandhi Road Arakkonam Vellore', 'Arakkonam', 'Tamil Nadu', 'Vellore', 'Arakonam', 'Arakkonam Mpty']",631001.0,04177-232512,Others
Jnm Hospital Arakkonam,"['Srinivasan Street Stuartpet Arakonam Oe Tme', 'Arakkonam', 'Tamil Nadu', 'Vellore', 'Arakonam', 'Arakkonam Mpty']",631001.0,04177-232758,Others
Prasanna Hospital,"['Town Hall Street', 'Arakonam', 'Tamil Nadu', 'Vellore', 'Arakkonam Mpty']",631001.0,04177-232648,Others
Fathima Clinic Melvisharam,"['Melvisharam Tamil Nadu', 'Melvisharam', 'Tamil Nadu', 'Vellore', 'Wallajah']",632509.0,0417-266305,Others
Gk Hospital,"['Sipcot Housing Colony', 'Sipcot Ranipet Vellore', 'Ranipet', 'Tamil Nadu', 'Vellore', 'Wallajah', 'Ranipet Mpty']",632403.0,04172 ?õÉ?™É?? 244242,Others
Sulochana Hospital Ranipet,"['Gandhi Road Ranipet', 'Ranipet', 'Tamil Nadu', 'Vellore', 'Wallajah', 'Ranipet Mpty']",632401.0,04172-272696,Others
Gs Clinic Sholinghur,"['Post Office Street', 'Sholinghur', 'Tamil Nadu', 'Vellore', 'Wallajah']",631101.0,04172 ?õÉ?™É?? 260971,Others
Ruhsa Kavanur,"['Ruhsa Campus', 'Ruhsa Campus Kavanur', 'Kavanur', 'Tamil Nadu', 'Vellore', 'Gudiyatham']",632209.0,"04171-246251,246255",Others
Kalpana Hospital Sholinghur,"['A Post Office Street Sholinghur', 'Sholinghur', 'Tamil Nadu', 'Vellore', 'Wallajah']",631102.0,"(04172) 262540, (04172) 263331,",Others
Velu Hospital Arakkonam,"['No Mosque Street Arakkonam Ho Arakkonam Oe Tme', 'Arakkonam', 'Tamil Nadu', 'Vellore', 'Arakonam']",631001.0,(04177) 232364.,Others
Rd Nursing Home,"['R D Hospital', 'Sholinghur Road', 'Arakonam', 'Tamil Nadu', 'Vellore', 'Arakkonam Mpty']",631001.0,04172-260971,Others
Lakshmi Nursing Home Katpadi,"['Pilliyar Kovil Street Vellore Road Pilliyar Koil Street Vellore Road Taj Complex Tarapada', 'Tarapadavedu', 'Tamil Nadu', 'Vellore', 'Katpadi']",632007.0,0416 224 2670,Others
Vignesh Hospital Thirupathur,"['Plot Sathiya Saibaba Garden Tirupattur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,04179-220682,Others
Annamalai Hospital Thirupathur,"['A Dwaraga Pillaiyar Street Tirupattur Oe Tme', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur']",635601.0,"(04179) 221659,",Others
Swamy Nursing Home Gudiyatham,"['Punganur Amman Koil Street', 'Gudiyatham', 'Tamil Nadu', 'Vellore', 'Gudiyatham Mpty']",632602.0,4171220020,Others
Ls Hospital Thirupathyur,"['Cutchery Street Tirupattur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,(04179) 224823,Others
Jaya Hospital Thirupathur,"['No Dharmapuri Road Tirupattur Vellore', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,-324133,Others
Lakshmi Hospital,"['Vaniyambadi Main Road', 'Sakthinagar', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,"04179-229234, 223524 ...",Others
Lakshmi Hospital Gudiyatham,"['Gpm St Gudiyatham', 'Gudiyatham', 'Tamil Nadu', 'Vellore', 'Gudiyatham Mpty']",632602.0,04171 220030,Others
Gopalakrishna Hospital Gudiyatham,"['Gopi Krishna Nursing Home Kosa Annamalai St Gudiyatham', 'Gudiyatham', 'Tamil Nadu', 'Vellore', 'Gudiyatham Mpty']",632602.0,4171223400,Others
Jerry Hospital Ambur,"['S K Salai Krishnapuram Ambur', 'Ambur', 'Tamil Nadu', 'Vellore', 'Ambur Mpty']",635802.0,9443235031,Others
Bhuvana Hospital Gudiyatham,"['A', 'Sannathi St Nellurpet', 'Gudiyatham', 'Tamil Nadu', 'Vellore', 'Gudiyatham Mpty']",632602.0,4171221536,Others
The Schieffelin Institute Of Health Research Training Centre Karigiri,"['The Schieffelin Institute Of Health Research Training Centre Karigiri', 'Karigiri', 'Tamil Nadu', 'Vellore', 'Katpadi']",632106.0,0416-2274221,Others
Pandiyan Hospital,"['Nethaji Road', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,04171-220220,Others
J D Hospital Oomerabad,"['J D Hospital Oomerabad', 'Oomerabad', 'Tamil Nadu', 'Vellore', 'Ambur', 'Pernampattu']",635808.0,4174222350,Others
Bm Hospital Thirupathur,"['Ari Chettystreet Thirupathur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,9443476224,Others
Rafeeq Hospital,"['Oomerroad', 'Ambur', 'Tamil Nadu', 'Vellore', 'Ambur Mpty']",635802.0,4174242734,Others
Gs Hospital Thirupathur,"['Dharmaraja Koil Street Thirupathur', 'Thirutpathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,04179-229877,Others
Ragavendra Hospital Thirupathur,"['Dharmaraja Koil Street Thirupathur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,04179-226050,Others
Sapthagiri Hospital,"['Krishnagiri Road', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,04179 220 905,Others
Indira Hospital Vellore,"['Main Bazaar Road', 'Saidapet Near Cmc Vellore', 'Vellore', 'Tamil Nadu', 'Vellore Corp']",632012.0,0416 ?õÉ?™É?? 2225253,Others
Vasantha Hospital Vaniyambadi,"['P J Nehru Road Vaniyambadi', 'Vaniyambadi', 'Tamil Nadu', 'Vellore', 'Vaniyambadi Mpty']",635751.0,9952778962,Others
Lcm Bc Ambur,"['Mission Compound', 'New Bethalagame', 'Ambur', 'Tamil Nadu', 'Vellore', 'Ambur Mpty']",635802.0,4174242131,Others
High Forest Valparai,"['High Forest Estate', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642124.0,04254-000000,Others
Iyerpadi Valparai,"['Parry Agro Industries Limited', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642123.0,04254-000000,Others
Mudis Garden Valparai,"['Mudis Garden Estate', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642125.0,04254-000000,Others
Murukali Valparai,"['Murukali Estate', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642125.0,04253 237286,Others
P Karamalai Valparai,"['Periyakaramalai Bazaar', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642130.0,04253 222466,Others
Pannimedu Valparai,"['Pannimedu Estate', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642521.0,04254-000000,Others
Sellialiparai Valparai,"['Central Hospital Road', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642120.0,04253-237202,Others
Sholaiyar Nagar Valparai,"['Sholaiyar Nagar', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642120.0,04254-000000,Others
Stanmore Garden Valparai,"['Stanemore Hospital Road', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642127.0,04253-222222,Others
Water Falls Valparai,"['Waterfall Estate', 'Valparai', 'Tamil Nadu', 'Coimbatore', 'Anamalai']",642125.0,04253-236234,Others
Esi Hospital Salem,"['Esi Hospital Salem', 'Thalavaipatti Salem', 'Tamil Nadu', 'Salem', 'Salem Corporation']",636302.0,0427 2383347,Primary Health Centre
Sujatha Pvt Clinic,"['Ms Agragaram', 'Tamil Nadu', 'Ramanathapuram', 'Paramakudi', 'Paramakudi Mpty']",623707.0,04564-224691,Others
Parvin Pvt Clinic,"['Pottal Theru Ist Street', 'Tamil Nadu', 'Ramanathapuram', 'Mudukulathur']",623704.0,04576-242202,Others
Baba Hospital Sathuvachari Vellore,"['A South Avenue Rd Phase Ii Sathuvachari Vellore', 'Sathuvachari Vellore', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632009.0,"(0416) 2253543, (0416) 2253744",Others
Ponnambalam Hospital Arcot,"['Vedagiri Street Arcot', 'Arcot', 'Tamil Nadu', 'Vellore', 'Arcot Mpty']",632503.0,04172-233173,Others
Kalyani Gajendran Hospital Thirupathur,"['Cutchery Street Thirupathur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,(4179) 220875,Others
Thangamma Hospital Thirupathur,"['Vallalar Nagar Thirupathur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,"91-4179-229636/91-4179-325799, 91-4179-228616",Others
Durai Hospital Thirupathur,"['A Kaaliamman Koil St Thirupattur Vellore', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",632601.0,8903014240,Others
Kc Hospital Thirupathur,"['E Arasamara Street Thirupathur', 'Thirupathur', 'Tamil Nadu', 'Vellore', 'Tirupathur', 'Tirupattur Mpty']",635601.0,9790638258,Others
Kamalam Hospital,"['M', 'Name', 'On The Way To Adhiyaman Stadium', 'Tamil Nadu', 'Dharmapuri', 'Dharmapuri Mpty']",636701.0,04342-260707,Others
K S Hospital,"['Jul', 'C K Srinivarao St Dharmapuri', 'Bhind To Rajagopal Gounder Park', 'Tamil Nadu', 'Dharmapuri', 'Dharmapuri Mpty']",636701.0,04342-261948,Others
Thangam Hospital,"['C', 'Indra Nagar', 'Dharmapuri', 'Tamil Nadu', 'Dharmapuri Mpty']",636701.0,04342-230888,Others
K J Hospital,"['Am', 'Nedumaran Nagar Dharmapuri', 'Dharmapuri', 'Tamil Nadu', 'Dharmapuri Mpty']",636701.0,04342-260588,Others
K B Hospital,"['Senkodipuram Dharmapuri', 'Dharmapuri', 'Tamil Nadu', 'Dharmapuri Mpty']",636701.0,04342-262740,Others
Nithya Hospital,"['B', 'Opp To Medical College Hospital Dharmapuri', 'Opp To Dharmapuri Medical College Hospital Dharmapuri', 'Tamil Nadu', 'Dharmapuri', 'Dharmapuri Mpty']",636701.0,04342-263371,Others
Dnv Poly Clinic,"['Rajagopal St Dharmapuri', 'Dharmapuri', 'Tamil Nadu', 'Dharmapuri Mpty']",636701.0,04342-263209,Others
Pranitha Hospital,"['J', 'Behind To Hdfw Bank', 'Dharmapuri', 'Tamil Nadu', 'Dharmapuri Mpty']",636702.0,04342-233339,Others
Aarthi Nursing Home,"['R K Palayam Road', 'Mannargudi', 'Tamil Nadu', 'Thiruvarur']",614001.0,4367224540,Others
K S K Poly Clinic,"['Mela Rd Street', 'Mannargudi', 'Tamil Nadu', 'Thiruvarur']",614001.0,4367250873,Others
Balamurugan Hospital,"['E Vii', 'Tiruvarur Road', 'Thiruthuraipoondi', 'Tamil Nadu', 'Thiruvarur']",614713.0,4369220970,Others
P K T Nursing Home,"['B', 'Tiruvarur Road', 'Thiruthuraipoondi', 'Tamil Nadu', 'Thiruvarur']",614713.0,4369222320,Others
Amirtham Hospital,"['Salem Main Rd Bommidi', 'Bommidi', 'Tamil Nadu', 'Dharmapuri', 'Pappireddipatti']",635301.0,04346-244432,Others
Sana Hospital,"['Kambar Street', 'Lakshamangudi', 'Tamil Nadu', 'Thiruvarur', 'Mannargudi']",614101.0,4367230360,Others
Grs Hospital,"['Salem Main Rd Bommidi', 'Bommidi', 'Tamil Nadu', 'Dharmapuri', 'Pappireddipatti']",635301.0,04342-244013,Others
Raaj Hospital,"['Balakrishna Nagar', 'Mannargudi', 'Tamil Nadu', 'Thiruvarur']",614001.0,4367252457,Others
N R K Hospital,"['A', 'Natesan Street', 'Mannargudi', 'Tamil Nadu', 'Thiruvarur']",614001.0,4367221534,Others
Mani Hospital,"['Balakrishna Nagar', 'Mannargudi', 'Tamil Nadu', 'Thiruvarur']",614001.0,4367252636,Others
Vasavi Hospital,"['G B', 'M G Road Palacode', 'Palacode', 'Tamil Nadu', 'Dharmapuri', 'Palakkodu', 'Palacode (Palakkodu)']",636808.0,04348-222148,Others
G K Hospital,"['Rayakottah Main Rd Palacode', 'Palacode', 'Tamil Nadu', 'Dharmapuri', 'Palakkodu', 'Palacode (Palakkodu)']",636808.0,04348-223350,Others
Dhanam Hospital,"['Bye Pass Rd Palacode', 'Palacode', 'Tamil Nadu', 'Dharmapuri', 'Palakkodu', 'Palacode (Palakkodu)']",636808.0,04348-222183,Others
Sakthi Nursing Home,"['Melakara St', 'Pennagaram', 'Tamil Nadu', 'Dharmapuri']",636803.0,04342-255608,Others
Seva Clinic,"['Salem Main Rd', 'Nallampalli', 'Tamil Nadu', 'Dharmapuri']",636807.0,04342-244266,Others
Periyar Maniammai Hospitals,"['Periyar Maniammai Hospitals', 'Periyar Nagar', 'Vallam', 'Tamil Nadu', 'Thanjavur', 'Thanjavur Corporation']",613403.0,04362-264560,Others
Nanjaya Hospital,"['V T Extension', 'Near To Atmv Lodge', 'Tamil Nadu', 'Dharmapuri', 'Harur']",636903.0,04346-220630,Others
